ImageNumber,YFP,RFP,ObjectNumber,AreaShape_MajorAxisLength,AreaShape_Orientation,Location_Center_X,Location_Center_Y,TrackObjects_Label_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50
86,1,0,34,31.89495503,41.69010699,186.7737226,755.4379562,5,85.0,32
86,0,1,6,58.87460699,-41.06128482,356.9028871,30.4488189,7,85.0,6
86,0,1,8,39.15121261,-75.62811168,361.9381443,486.7010309,8,85.0,15
86,0,1,9,35.12300564,-74.29116793,357.6919192,498.0808081,9,85.0,8
86,0,1,10,58.72635121,-61.88618249,316.6280788,508.9211823,9,85.0,9
86,0,1,11,36.7408372,-55.43226371,1010.964824,711.080402,11,85.0,10
86,0,1,28,21.57841654,-15.32382658,989.6532258,722.9758065,11,85.0,11
86,0,1,35,20.22379577,-25.7742403,979.519685,742.8110236,11,85.0,33
87,1,0,26,31.59445585,1.565116094,1320.430303,65.55757576,2,86.0,26
87,1,0,1,33.27082638,-58.73541111,1032.393617,82.63297872,1,86.0,1
87,1,0,2,45.30883223,-68.62692259,1055.265306,81.75918367,1,86.0,2
87,1,0,23,30.44940546,16.52947103,1332.975,92.01666667,2,86.0,23
87,1,0,12,27.99702021,16.47878464,1324.37234,91.10638298,2,86.0,26
87,1,0,3,52.07771972,20.22014078,1320.283721,103.3255814,2,86.0,12
87,1,0,16,33.18292708,56.82024038,257.3697917,112.140625,3,86.0,16
87,1,0,20,50.42796082,22.45402521,1338.509709,128.6747573,2,86.0,20
87,1,0,4,27.87538084,19.83090066,1344.358333,121.75,2,86.0,4
87,1,0,25,32.50599157,59.89338154,276.4550562,132.2865169,3,86.0,25
87,1,0,29,31.75075624,34.39999372,166.8897059,731.1397059,5,86.0,29
87,1,0,30,69.26777338,39.40009137,171.7100977,750.4234528,5,86.0,30
87,1,0,34,32.8388404,40.90111105,187.6402878,756.3597122,5,86.0,34
87,0,1,6,59.3708606,-40.94792836,357.3641304,30.75271739,7,86.0,6
87,0,1,8,39.40089746,-74.78380135,362.3418367,487.0969388,8,86.0,8
87,0,1,9,35.50390787,-73.98883386,358.3092784,498.4278351,9,86.0,9
87,0,1,10,58.44076343,-61.78098956,316.9800995,509.1890547,9,86.0,10
87,0,1,11,37.48821344,-55.44367014,1011.055276,711.5829146,11,86.0,11
87,0,1,28,22.15495802,-15.50210638,990.0634921,723.1507937,11,86.0,28
87,0,1,35,20.70944573,-27.23079995,979.9133858,742.8503937,11,86.0,35
88,1,0,26,33.50018092,2.099432111,1321.222222,64.1957672,2,87.0,26
88,1,0,1,33.67965592,-58.95014705,1033.26455,81.63492063,1,87.0,1
88,1,0,2,46.76590986,-67.676315,1055.766798,81.11067194,1,87.0,2
88,1,0,23,30.62490947,16.17397521,1333.878049,91.41463415,2,87.0,23
88,1,0,12,27.23612987,17.35059845,1325.433333,91.15555556,2,87.0,12
88,1,0,3,52.14692903,19.97429498,1321.027778,102.3240741,2,87.0,3
88,1,0,16,34.63430591,56.98683017,258.7083333,111.7864583,3,87.0,16
88,1,0,20,53.07939007,21.79397965,1339.802752,129.6376147,2,87.0,20
88,1,0,4,28.882746,19.36730747,1345.639344,121.8934426,2,87.0,4
88,1,0,25,33.94272371,60.58661724,276.6208791,131.2747253,3,87.0,25
88,1,0,29,33.28931947,34.77035057,167.3758865,730.0921986,5,87.0,29
88,1,0,30,71.91990826,39.06703528,171.5678233,748.6056782,5,87.0,30
88,1,0,34,34.09788113,40.71396535,188.7902098,755.8321678,5,87.0,34
88,0,1,6,61.52815918,-40.85045478,358.4868421,29.48947368,7,87.0,6
88,0,1,8,40.41548804,-73.91655629,363.1969697,486.2525253,8,87.0,8
88,0,1,9,35.50691797,-72.819641,358.895,497.905,9,87.0,9
88,0,1,10,59.07989242,-61.5417245,318.1784841,508.0929095,9,87.0,10
88,0,1,11,36.92977109,-55.04930806,1012.356436,710.470297,11,87.0,11
88,0,1,28,22.4740316,-14.13443884,990.8244275,721.9618321,11,87.0,28
88,0,1,35,20.83824263,-27.32672384,980.4,742.5615385,11,87.0,35
89,1,0,26,32.528333,-1.523519907,1317.85,58.13888889,2,88.0,26
89,1,0,1,34.10733068,-59.86448419,1030.080645,79.09677419,1,88.0,1
89,1,0,2,49.06111995,-67.07269124,1051.522556,79.18796992,1,88.0,2
89,1,0,23,31.79103443,15.91509994,1321.419643,85.75892857,2,88.0,12
89,1,0,12,54.16701546,19.37412763,1317.455357,99.34821429,2,88.0,3
89,1,0,3,31.81742712,17.64305534,1330.65873,89.41269841,2,88.0,23
89,1,0,16,35.83651508,57.16670467,255.5544041,109.492228,3,88.0,16
89,1,0,20,54.89889727,21.96583026,1336.52968,127.5114155,2,88.0,20
89,1,0,4,30.15644323,19.46084155,1342.93985,120.9097744,2,88.0,4
89,1,0,25,34.45065337,61.8254812,272.7348066,128.7237569,3,88.0,25
89,1,0,29,33.5815406,34.46140654,163.9722222,727.4305556,5,88.0,29
89,1,0,30,76.33315234,38.97879939,167.7554859,745.322884,5,88.0,30
89,1,0,34,35.18208088,41.63597966,185.5933333,753.4666667,5,88.0,34
89,0,1,6,64.01641661,-40.72112259,355.5984655,26.37340153,7,88.0,6
89,0,1,8,41.17318237,-74.01030641,360.5784314,483.6127451,8,88.0,8
89,0,1,9,37.25181898,-72.01653464,355.7142857,495.5047619,9,88.0,9
89,0,1,10,60.48803815,-61.21673172,314.7475962,505.6201923,9,88.0,10
89,0,1,11,37.39495411,-54.99957494,1009.048309,708.0241546,11,88.0,11
89,0,1,28,22.34532062,-12.47918386,987.4503817,719.6030534,11,88.0,28
89,0,1,35,21.64141312,-28.03602011,977.0217391,740.2826087,11,88.0,35
90,1,0,26,15.66865959,-2.397215163,1321.914634,47.34146341,2,89.0,26
90,1,0,1,29.96980329,4.148221559,1321.637584,66.23489933,2,89.0,26
90,1,0,2,33.75350572,-60.16169941,1033.610811,77.85405405,1,89.0,1
90,1,0,23,50.07146602,-66.87933972,1054.605166,78.30627306,1,89.0,2
90,1,0,12,32.33132679,16.96535816,1334.318182,88.59848485,2,89.0,3
90,1,0,3,53.39761343,19.27208882,1320.941704,97.79372197,2,89.0,12
90,1,0,16,19.59925795,18.41315939,1326.234375,89.125,2,89.0,3
90,1,0,20,36.17622498,57.3372179,259.3195876,108.4587629,3,89.0,16
90,1,0,4,56.75922379,21.47641825,1340.067873,126.3393665,2,89.0,20
90,1,0,25,31.09190325,19.2128133,1346.876812,120.4927536,2,89.0,4
90,1,0,24,35.86880158,61.63393758,275.7700535,127.2727273,3,89.0,25
90,1,0,30,34.76583247,34.14735534,167.3469388,725.9319728,5,89.0,29
90,1,0,32,38.36943204,30.98351025,160.5862069,731.0172414,5,89.0,30
90,1,0,36,35.69970659,41.03261593,189.5159236,752.6815287,5,89.0,34
90,1,0,37,36.16701701,44.53462109,183.1506024,758.6084337,5,89.0,30
90,0,1,6,64.43536779,-40.51040922,359.1770574,25.05985037,7,89.0,6
90,0,1,9,42.33687005,-74.05733465,364.6666667,482.3091787,8,89.0,8
90,0,1,10,37.09397527,-72.16184004,358.9813953,494.3488372,9,89.0,9
90,0,1,11,60.79042854,-60.88355927,318.0283688,504.5839243,9,89.0,10
90,0,1,28,37.28048184,-55.14657072,1012.42233,706.9708738,11,89.0,11
90,0,1,31,22.65066365,-11.89766487,991.0888889,717.9703704,11,89.0,28
90,0,1,38,21.82306239,-28.1238017,980.5673759,739.0921986,11,89.0,35
91,1,0,39,18.54526202,-3.574274258,1322.123711,45.24742268,2,90.0,26
91,1,0,26,15.61829489,1.018745357,1321.232558,59.77906977,2,90.0,1
91,1,0,1,34.8779,15.22335114,1324.52,81.304,2,90.0,1
91,1,0,2,34.34331899,-59.94106503,1033.846561,77.23809524,1,90.0,2
91,1,0,23,52.42101431,-66.73654665,1054.523132,77.80071174,1,90.0,23
91,1,0,12,55.06024527,19.28300917,1321.179825,96.96491228,2,90.0,3
91,1,0,3,33.56190463,17.23099691,1334.360294,87.45588235,2,90.0,12
91,1,0,16,37.97624118,57.95303128,258.8921569,107.1666667,3,90.0,20
91,1,0,20,58.60978489,21.16975327,1340.319328,125.8529412,2,90.0,4
91,1,0,4,32.56065662,19.29458209,1347.380282,120.4084507,2,90.0,25
91,1,0,25,37.17753624,61.53560764,275.8429319,126.4816754,3,90.0,24
91,1,0,29,35.882996,33.95224927,167.0794702,724.6225166,5,90.0,30
91,1,0,30,39.17338914,31.38301393,160.2873563,729.5747126,5,90.0,32
91,1,0,34,37.05650458,41.2832714,189.9937888,752.2298137,5,90.0,36
91,1,0,36,37.23733742,44.05618146,183.9122807,758.3508772,5,90.0,37
91,0,1,8,43.31629823,-74.23561982,365.4223301,481.407767,8,90.0,9
91,0,1,9,37.66886679,-72.0793874,359.0963303,493.646789,9,90.0,10
91,0,1,10,61.22184707,-60.69046498,318.7223529,503.5882353,9,90.0,11
91,0,1,11,37.80543012,-54.98572699,1012.62439,706.2878049,11,90.0,28
91,0,1,28,22.87494082,-11.47070976,991.3333333,717.0,11,90.0,31
91,0,1,35,21.44931434,-28.83754411,980.8357143,738.3642857,11,90.0,38
92,1,0,39,69.31714604,3.162110828,1322.781538,61.85230769,2,91.0,1
92,1,0,26,34.55658103,-60.19597092,1033.797872,77.21276596,1,91.0,2
92,1,0,1,53.95757992,-66.27487879,1054.041667,78.11111111,1,91.0,23
92,1,0,2,56.06961641,19.31131552,1320.771552,96.3362069,2,91.0,12
92,1,0,23,34.39894729,18.05739915,1334.230216,87.52517986,2,91.0,3
92,1,0,12,39.01207168,58.39159891,258.625,107.1153846,3,91.0,16
92,1,0,3,59.80791534,20.32079781,1339.822785,125.535865,2,91.0,20
92,1,0,16,34.28839216,18.83330152,1347.388158,121.3026316,2,91.0,4
92,1,0,20,38.57879285,60.75686109,275.4461538,126.4307692,3,91.0,25
92,1,0,5,37.40557921,34.35894529,166.3949045,723.9808917,5,91.0,29
92,1,0,29,40.37012458,32.11161455,159.9545455,729.5568182,5,91.0,30
92,1,0,32,38.6554271,40.98673363,189.7272727,752.2545455,5,91.0,34
92,1,0,34,39.39287224,44.16451665,184.0914286,758.8171429,5,91.0,36
92,0,1,19,20.67355024,-76.58188053,373.6260163,479.1626016,8,91.0,8
92,0,1,15,18.2974779,-73.73946542,354.2111111,484.5555556,8,91.0,8
92,0,1,8,38.21314695,-72.26339201,358.8657407,493.6712963,9,91.0,9
92,0,1,9,62.19336745,-59.982301,318.2119816,503.7995392,9,91.0,10
92,0,1,10,37.4055192,-55.09829576,1012.264706,706.4754902,11,91.0,11
92,0,1,11,23.17672866,-10.29016505,991.0454545,717.0378788,11,91.0,28
92,0,1,33,21.8758541,-29.09149035,980.75,738.4214286,11,91.0,35
93,1,0,39,35.36806297,-7.28411302,1322.550265,48.8042328,2,92.0,39
93,1,0,26,36.05722954,14.15432785,1323.896296,80.81481481,2,92.0,39
93,1,0,1,34.20433342,-60.38075179,1034.037634,79.36021505,1,92.0,26
93,1,0,2,56.5603858,-66.32361906,1053.826531,80.64285714,1,92.0,1
93,1,0,23,56.64014187,18.93647393,1320.961538,98.38461538,2,92.0,2
93,1,0,12,35.75799326,18.62530825,1334.527778,89.97916667,2,92.0,23
93,1,0,3,40.26570221,58.86439254,258.6303318,109.1658768,3,92.0,12
93,1,0,16,63.11885402,19.2181478,1339.778226,127.6733871,2,92.0,3
93,1,0,20,34.96195442,17.91693812,1347.90604,124.5704698,2,92.0,16
93,1,0,4,39.59567484,60.80259845,275.3434343,128.5505051,3,92.0,20
93,1,0,29,38.16948871,38.58035769,165.4848485,724.5757576,5,92.0,5
93,1,0,30,41.89041622,35.85150769,160.3743017,731.7765363,5,92.0,29
93,1,0,34,39.96487724,44.09935629,189.4512195,754.402439,5,92.0,32
93,1,0,36,40.33122008,46.80350035,184.9405405,761.9297297,5,92.0,34
93,0,1,15,21.00052254,-77.17788707,374.4140625,481.4375,8,92.0,19
93,0,1,8,18.20856582,-72.89750262,354.5617978,486.8426966,8,92.0,15
93,0,1,9,39.07729388,-73.03117294,359.1345291,495.9865471,9,92.0,8
93,0,1,10,62.65656836,-59.44413173,318.2437358,506.1025057,9,92.0,9
93,0,1,11,38.79859734,-54.92703611,1012.701422,708.7061611,11,92.0,10
93,0,1,28,23.76487247,-9.57837773,991.270073,718.8905109,11,92.0,11
93,0,1,35,22.72429743,-29.64053768,981.0958904,740.5273973,11,92.0,33
94,1,0,39,35.86761374,-8.644207644,1323.180412,48.2628866,2,93.0,39
94,1,0,26,36.46114614,13.48015764,1324.165414,81.5037594,2,93.0,26
94,1,0,1,34.06109999,-60.66168757,1034.633333,80.15,1,93.0,1
94,1,0,2,58.40532382,-65.94376005,1053.162791,82.01328904,1,93.0,2
94,1,0,23,58.42881393,18.9727692,1321.193277,98.55042017,2,93.0,23
94,1,0,12,36.52133403,17.78799025,1334.816327,90.61904762,2,93.0,12
94,1,0,3,42.00656736,59.42970634,259.0365297,109.7625571,3,93.0,3
94,1,0,16,63.8085573,19.66646464,1340.657692,129.3692308,2,93.0,16
94,1,0,20,35.86401466,18.34792356,1348.684211,126.25,2,93.0,20
94,1,0,4,41.93737372,60.47633488,275.4009662,129.057971,3,93.0,4
94,1,0,29,38.90633402,38.48068036,165.375,724.9166667,5,93.0,29
94,1,0,30,42.58500558,36.48729313,160.1564246,731.7709497,5,93.0,30
94,1,0,34,40.8818161,44.14836071,189.9595376,755.132948,5,93.0,34
94,1,0,36,41.8864742,46.84368421,185.6236559,762.8387097,5,93.0,36
94,0,1,15,20.80764508,-76.91858069,375.2439024,482.2520325,8,93.0,15
94,0,1,8,18.18552553,-72.4777564,354.7111111,487.8444444,8,93.0,8
94,0,1,9,39.84238541,-73.10320937,359.1422222,496.7733333,9,93.0,9
94,0,1,10,63.52569395,-58.80687465,318.3621868,507.0683371,9,93.0,10
94,0,1,11,38.74139146,-55.13846143,1012.75,709.7254902,11,93.0,11
94,0,1,28,24.08108746,-7.790148148,991.761194,719.4925373,11,93.0,28
94,0,1,35,22.5606473,-30.88484362,981.5323741,741.1942446,11,93.0,35
95,1,0,39,37.15505009,-7.824395299,1324.025,46.46,2,94.0,39
95,1,0,26,37.50943591,14.21681205,1323.95,80.35714286,2,94.0,26
95,1,0,1,33.74614731,-61.40311714,1035.038462,80.57692308,1,94.0,1
95,1,0,2,60.79419017,-65.77734269,1052.774834,82.87748344,1,94.0,2
95,1,0,23,60.27918087,19.47486145,1321.569672,99.29098361,2,94.0,23
95,1,0,12,37.99016684,18.40809777,1335.147651,91.06040268,2,94.0,12
95,1,0,3,43.41904582,60.00833438,259.119469,109.9867257,3,94.0,3
95,1,0,16,66.63425181,19.8141298,1340.924812,129.5977444,2,94.0,16
95,1,0,20,37.91730541,18.4511472,1349.26875,127.3125,2,94.0,20
95,1,0,4,42.40740286,60.05457868,275.4347826,129.2657005,3,94.0,4
95,1,0,29,40.6057981,37.90306729,164.8352273,724.2215909,5,94.0,29
95,1,0,30,44.00466046,35.52131226,160.1968085,731.9042553,5,94.0,30
95,1,0,34,41.89166251,43.92584852,190.1412429,755.3954802,5,94.0,34
95,1,0,36,43.24201505,46.60927488,186.7894737,764.1105263,5,94.0,36
95,0,1,15,21.50279171,-76.98072624,375.688,482.816,8,94.0,15
95,0,1,8,18.68120237,-75.12459022,354.9450549,488.3516484,8,94.0,8
95,0,1,9,64.12554781,-58.05334956,317.9641256,507.9573991,9,94.0,10
95,0,1,10,40.89724055,-73.52026661,359.3491379,497.3362069,9,94.0,9
95,0,1,11,38.44395301,-55.23713212,1013.157635,710.1724138,11,94.0,11
95,0,1,28,24.3883398,-7.60329375,992.0373134,719.738806,11,94.0,28
95,0,1,35,23.15103806,-29.73170308,981.965035,741.8041958,11,94.0,35
96,1,0,39,37.11090354,2.436858403,1325.243902,48.14146341,2,95.0,39
96,1,0,26,39.14095315,16.17680286,1323.146853,78.13986014,2,95.0,26
96,1,0,1,34.3596789,-61.22436398,1035.309392,80.80662983,1,95.0,1
96,1,0,2,63.083644,-66.32191783,1053.074919,83.35179153,1,95.0,2
96,1,0,23,60.67213738,19.77694255,1321.731092,99.1092437,2,95.0,23
96,1,0,12,37.99484014,19.67759791,1334.900662,89.86754967,2,95.0,12
96,1,0,3,44.77694495,60.60954705,259.5458515,110.1921397,3,95.0,3
96,1,0,16,69.35430652,19.96447599,1340.899642,128.8673835,2,95.0,16
96,1,0,20,38.88325417,18.46744796,1349.565217,127.3540373,2,95.0,20
96,1,0,4,43.02895789,59.71353334,275.7826087,129.3188406,3,95.0,4
96,1,0,29,41.58939246,37.7455364,164.700565,723.8474576,5,95.0,29
96,1,0,30,45.92613739,35.36721938,159.6340206,730.9587629,5,95.0,30
96,1,0,34,43.53092902,43.92848435,190.6885246,755.9125683,5,95.0,34
96,1,0,36,44.57404416,45.87578713,187.1317073,764.5658537,5,95.0,36
96,0,1,15,21.67565738,-76.83551828,376.2170543,483.0310078,8,95.0,15
96,0,1,8,19.27880534,-73.73294755,354.78125,488.6979167,8,95.0,8
96,0,1,9,65.17943732,-57.47887988,317.765625,508.4821429,9,95.0,9
96,0,1,10,41.18680542,-73.80230703,359.7179487,497.5470085,9,95.0,10
96,0,1,11,38.66194229,-54.75505243,1013.610837,710.453202,11,95.0,11
96,0,1,28,24.47398133,-6.544752279,992.5571429,719.1642857,11,95.0,28
96,0,1,35,23.05270929,-30.80645498,982.2323944,742.0492958,11,95.0,35
97,1,0,39,32.99701281,3.395898391,1325.14881,48.19047619,2,96.0,39
97,1,0,26,41.13355246,17.54942771,1322.153333,75.76,2,96.0,26
97,1,0,1,6.808195875,4.677991362,1327.296296,65.66666667,2,96.0,39
97,1,0,2,34.76224651,-60.84408843,1035.76087,80.9673913,1,96.0,1
97,1,0,23,28.56069,-78.74130073,1067.024845,77.72049689,1,96.0,2
97,1,0,12,39.88009474,20.4457401,1334.934641,89.50980392,2,96.0,12
97,1,0,3,62.30974831,19.71076316,1322.025105,99.57740586,2,96.0,23
97,1,0,16,31.22643666,-60.28299451,1039.993506,89.68831169,1,96.0,2
97,1,0,20,71.41299225,19.88941783,1340.739437,128.056338,2,96.0,16
97,1,0,4,45.7063735,61.78154413,259.9913793,110.3146552,3,96.0,3
97,1,0,25,41.16508968,18.76558956,1349.783626,127.8245614,2,96.0,20
97,1,0,24,45.02385206,59.00693164,275.6055046,129.1376147,3,96.0,4
97,1,0,30,42.82979111,38.25911978,164.3240223,723.3631285,5,96.0,29
97,1,0,34,47.62060341,36.03074906,159.0150754,730.1909548,5,96.0,30
97,1,0,37,44.37094733,43.75921816,190.8177083,756.1666667,5,96.0,34
97,1,0,40,46.64126995,45.77170961,187.0526316,764.6411483,5,96.0,36
97,0,1,9,22.01246109,-78.93933328,376.9770992,483.2061069,8,96.0,15
97,0,1,10,19.96796831,-74.23509115,354.89,488.94,8,96.0,8
97,0,1,11,65.25009122,-57.02189802,317.4541485,509.1244541,9,96.0,9
97,0,1,28,41.93870651,-74.05986217,360.0041667,497.75,9,96.0,10
97,0,1,31,39.05059658,-54.6338619,1014.0,710.6487805,11,96.0,11
97,0,1,35,25.53520259,-7.190654393,992.8493151,719.4931507,11,96.0,28
97,0,1,41,23.3361219,-30.74422694,982.3013699,742.5342466,11,96.0,35
98,1,0,39,36.16194655,1.596082257,1325.483696,47.66304348,2,97.0,39
98,1,0,26,41.94213262,17.76173955,1321.691275,74.0738255,2,97.0,26
98,1,0,1,5.183068351,45.0,1327.222222,65.77777778,2,97.0,1
98,1,0,2,34.40258585,-60.81305948,1035.978495,81.02150538,1,97.0,2
98,1,0,23,30.22258117,19.48465312,1317.372093,85.94573643,2,97.0,3
98,1,0,12,39.4965414,20.51581092,1335.233333,89.55333333,2,97.0,12
98,1,0,3,28.83128906,-79.80995897,1067.564417,77.70552147,1,97.0,23
98,1,0,16,32.7016781,-59.54543611,1039.45679,90.22839506,1,97.0,16
98,1,0,20,33.35816104,21.92426058,1334.603306,110.5702479,2,97.0,20
98,1,0,4,24.61952578,61.29690957,252.738806,106.3955224,3,97.0,4
98,1,0,25,28.26227832,24.1630696,1326.887931,113.387931,2,97.0,3
98,1,0,24,20.87193801,61.17795176,271.5865385,115.5961538,3,97.0,4
98,1,0,17,41.87428616,18.69993465,1350.029762,128.4642857,2,97.0,25
98,1,0,21,16.97944645,61.31004719,263.2816901,121.1408451,3,97.0,24
98,1,0,27,28.13862201,55.89058557,280.8671329,131.8741259,3,97.0,24
98,1,0,5,36.55783925,17.56709141,1345.759494,141.8481013,2,97.0,20
98,1,0,37,43.82002087,38.29659259,164.2054054,723.1297297,5,97.0,30
98,1,0,42,49.12442955,36.10161849,158.4347826,729.3719807,5,97.0,34
98,1,0,43,45.70301053,44.18580693,191.1340206,756.3762887,5,97.0,37
98,1,0,44,47.38495133,45.85151198,187.0511628,764.5767442,5,97.0,40
98,0,1,31,22.18907739,-77.87650406,377.5185185,483.1481481,8,97.0,9
98,0,1,33,20.52247362,-74.1038366,355.2376238,488.970297,8,97.0,10
98,0,1,35,65.73638469,-56.62193705,317.5505376,509.116129,9,97.0,11
98,0,1,38,43.05183524,-73.76804942,359.892,497.924,9,97.0,28
98,0,1,41,39.22512011,-54.58292374,1014.244019,710.6746411,11,97.0,31
98,0,1,45,25.47754035,-7.496730462,993.034965,719.2517483,11,97.0,35
98,0,1,46,24.02420804,-31.53506345,982.4313725,742.7058824,11,97.0,41
99,1,0,26,41.04777189,1.168376192,1325.731343,48.35820896,2,98.0,39
99,1,0,1,43.83199042,17.24800357,1321.16875,71.91875,2,98.0,26
99,1,0,2,30.42268864,18.41846606,1317.122137,84.88549618,2,98.0,23
99,1,0,23,34.42201213,-60.93411398,1035.839572,81.27807487,1,98.0,2
99,1,0,12,41.6850347,20.71074162,1335.641026,90.17948718,2,98.0,12
99,1,0,3,30.20013955,-79.10487296,1067.141176,77.92352941,1,98.0,3
99,1,0,16,33.29632562,-59.9255879,1038.257485,91.24550898,1,98.0,16
99,1,0,20,35.24251224,22.14289899,1334.040984,109.2131148,2,98.0,20
99,1,0,4,22.49371451,63.65833941,252.5378151,106.3697479,3,98.0,4
99,1,0,25,28.81755806,22.3533499,1326.717949,112.9059829,2,98.0,25
99,1,0,24,23.31319904,64.02734507,272.2956522,115.4869565,3,98.0,24
99,1,0,17,19.43208965,20.75036086,1347.244186,120.8837209,2,98.0,17
99,1,0,21,46.82128237,57.62306676,274.6651376,127.9541284,3,98.0,27
99,1,0,27,37.62283799,17.65564323,1345.80625,142.6625,2,98.0,5
99,1,0,5,20.51169524,14.95460417,1353.770115,139.7471264,2,98.0,17
99,1,0,37,45.79488465,38.58845645,164.248731,723.2081218,5,98.0,37
99,1,0,42,50.99929751,36.66684101,158.8,729.8428571,5,98.0,42
99,1,0,43,47.70312842,44.49302398,192.3891626,757.6551724,5,98.0,43
99,1,0,44,48.79679949,46.77162632,188.1214953,765.5981308,5,98.0,44
99,0,1,6,39.66501553,-35.15528327,353.7038462,37.61153846,18,0.0,0
99,0,1,31,22.67174677,-78.86045323,378.3284672,483.1167883,8,98.0,31
99,0,1,33,20.13966476,-73.97151094,355.5769231,488.9711538,8,98.0,33
99,0,1,35,66.91631911,-56.33703377,317.1818182,509.4186047,9,98.0,35
99,0,1,38,44.32782283,-73.92183712,359.8085938,498.0898438,9,98.0,38
99,0,1,41,39.25327888,-54.62637944,1014.462264,710.6509434,11,98.0,41
99,0,1,45,25.73942412,-7.697343714,993.1575342,719.0753425,11,98.0,45
99,0,1,46,24.57335062,-30.24179029,982.4774194,742.9548387,11,98.0,46
100,1,0,26,27.49709426,-3.012999765,1320.542857,37.44285714,2,99.0,26
100,1,0,1,45.31712016,15.18317253,1314.92638,64.14723926,2,99.0,1
100,1,0,2,16.0604508,2.812358762,1321.15942,57.0,2,99.0,1
100,1,0,23,30.22071676,18.68244389,1311.932836,81.14179104,2,99.0,2
100,1,0,12,34.08191638,-61.0405597,1030.80203,78.14213198,1,99.0,23
100,1,0,3,43.63423161,21.34583164,1331.128049,87.95731707,2,99.0,12
100,1,0,16,30.9634352,-81.84609882,1060.672414,74.59195402,1,99.0,3
100,1,0,20,35.82964083,-62.33850116,1031.637931,89.03448276,1,99.0,23
100,1,0,4,35.74550793,20.43715022,1328.174603,103.9206349,2,99.0,20
100,1,0,25,50.57976426,65.41491095,258.0952381,108.04329,3,99.0,4
100,1,0,24,29.66009506,22.18516529,1321.528455,110.203252,2,99.0,25
100,1,0,17,20.14834848,22.23016688,1342.380435,119.423913,2,99.0,17
100,1,0,21,48.8714915,57.57964293,268.4246575,123.9771689,3,99.0,21
100,1,0,27,41.31485902,19.04393308,1340.065868,138.8143713,2,99.0,27
100,1,0,5,20.7760265,13.23363172,1349.247059,139.0117647,2,99.0,5
100,1,0,40,47.75335656,38.98004366,159.25,720.3382353,5,99.0,37
100,1,0,47,53.29211672,36.84896051,153.3733906,726.6223176,5,99.0,42
100,1,0,44,50.96824875,44.75110406,188.8623853,756.1743119,5,99.0,43
100,1,0,48,51.27996919,46.96248624,184.3881857,763.9029536,5,99.0,44
100,0,1,6,40.28404836,-34.00234551,348.3802281,34.46387833,18,99.0,6
100,0,1,31,20.30504442,-53.4636927,1362.672727,336.1454545,19,0.0,0
100,0,1,33,23.27250819,-80.1147359,373.9444444,479.8263889,8,99.0,31
100,0,1,35,21.43825902,-73.15557304,351.0363636,485.5818182,8,99.0,33
100,0,1,38,68.22424129,-56.28403816,311.9979508,505.954918,9,99.0,35
100,0,1,41,45.42846712,-73.39466494,354.4022556,495.056391,9,99.0,38
100,0,1,49,40.07738073,-53.79209177,1009.502222,707.2177778,11,99.0,41
100,0,1,50,26.40314227,-7.170504396,988.0061728,715.5185185,11,99.0,45
100,0,1,51,24.98763811,-29.96197142,977.0416667,740.077381,11,99.0,46
101,1,0,26,45.17057525,1.262858221,1324.246377,43.38164251,2,100.0,26
101,1,0,1,46.17228582,12.74047144,1318.090909,61.15151515,2,100.0,1
101,1,0,2,30.4733012,16.72214238,1315.413534,80.96992481,2,100.0,23
101,1,0,23,33.67286421,-60.39489074,1034.071429,78.10204082,1,100.0,12
101,1,0,12,31.91462053,-81.99644529,1064.348066,74.39779006,1,100.0,16
101,1,0,3,45.29430453,21.40809333,1334.682081,87.98843931,2,100.0,3
101,1,0,16,36.47219964,-62.97640404,1034.483516,89.15384615,1,100.0,20
101,1,0,20,37.42684071,20.54942641,1330.779528,101.3937008,2,100.0,4
101,1,0,4,53.11432408,65.24053848,262.0882353,107.9747899,3,100.0,25
101,1,0,25,30.09326032,24.01220872,1325.41129,110.4516129,2,100.0,24
101,1,0,24,51.22570767,57.88813849,271.7321429,123.4419643,3,100.0,21
101,1,0,17,20.31144023,22.21111902,1345.957895,120.3052632,2,100.0,17
101,1,0,21,40.64010398,19.13384726,1343.012048,137.8012048,2,100.0,27
101,1,0,27,21.67930399,12.31991417,1353.321839,141.3678161,2,100.0,5
101,1,0,40,49.61685838,38.95990234,163.4423077,720.8894231,5,100.0,40
101,1,0,42,55.7976919,37.1720837,157.3958333,726.8833333,5,100.0,47
101,1,0,43,52.85040606,45.4125217,193.6559633,756.9541284,5,100.0,44
101,1,0,44,53.52665752,47.94501555,189.7418033,765.1680328,5,100.0,48
101,0,1,6,40.6365216,-33.74919364,351.8712121,34.43181818,18,100.0,6
101,0,1,28,19.1717774,-53.08679074,1365.784314,335.627451,19,100.0,31
101,0,1,31,23.83794753,-81.17493596,378.4295775,479.3661972,8,100.0,33
101,0,1,33,21.56454742,-71.67834173,354.9196429,485.4910714,8,100.0,35
101,0,1,35,69.05054956,-56.03993638,315.3125,505.7983871,9,100.0,38
101,0,1,38,47.06436618,-73.10408201,357.6431227,495.0408922,9,100.0,41
101,0,1,41,40.37511504,-54.26338576,1013.241228,706.8640351,11,100.0,49
