ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_Expanded,Neighbors_FirstClosestDistance_Expanded,Neighbors_FirstClosestObjectNumber_Expanded,Neighbors_NumberOfNeighbors_Expanded,Neighbors_PercentTouching_Expanded,Neighbors_SecondClosestDistance_Expanded,Neighbors_SecondClosestObjectNumber_Expanded,Number_Object_Number,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50
45,5,257,620,273,248,242,228,257.0622568093385,236.9494163424125,1.944950415672954,284,0.9699406845852528,18.08929415419344,1,0.414516129032258,0.5141519248725934,37.2025183779966,33.61547262794322,4.47213595499958,2.244894747510565,2.23606797749979,8.225494131612935,9.052915308345836,60.90906994986116,79.25483399593904,0.9049295774647887,257.0622568093385,236.9494163424125,0,28.03209680955339,8.287597187989897,6,4.0,100.0,15.837488158209386,9,5,44.0,5
45,6,297,864,270,255,234,231,250.8080808080808,242.3872053872054,2.295940019822017,338,0.9796132987512924,19.44613444328572,1,0.34375,0.4355514479326515,44.20617179873712,39.44616584663204,4.242640687119285,2.218389293690972,2.23606797749979,8.558396686655383,8.880687086662705,60.83607422735034,92.5685424949238,0.878698224852071,250.8080808080808,242.3872053872054,0,127.40602852680462,8.287597187989897,5,5.0,100.0,9.370020878114168,9,6,44.0,6
45,7,279,608,282,269,263,237,272.7491039426523,252.6057347670251,1.8990864951300608,313,0.9666300251613162,18.84764794294265,1,0.4588815789473684,0.5265689596363088,37.95810095545774,34.88552708502482,4.47213595499958,2.349096609490068,2.23606797749979,9.186425363486284,9.723973101537114,-25.18671716245796,81.59797974644667,0.8913738019169329,272.7491039426523,252.6057347670251,0,42.61905744141971,21.370301861906363,9,7.0,85.74126534466478,22.162975422916936,5,7,44.0,7
45,8,338,741,239,282,220,243,228.3639053254438,262.6568047337278,2.09923164243852,394,0.9732477582635825,20.7449985808745,1,0.4561403508771929,0.4763647707017102,44.630831578065646,40.162171256046406,5.0,2.429711907058087,2.23606797749979,10.022824630545056,10.254296669244924,19.99654330344192,94.42640687119284,0.8578680203045685,228.3639053254438,262.6568047337278,0,12.97986758883102,13.950904552817915,11,4.0,76.3459841129744,22.21930346977842,10,8,44.0,8
45,9,222,504,266,261,238,243,251.3963963963964,251.73873873873876,1.867739212518752,244,0.9650083166071816,16.812470934731934,1,0.4404761904761904,0.5354066527582527,33.22722038876676,30.23243291566195,4.123105625617661,2.172387385543343,2.0,7.882352941176471,8.71281768479634,61.22498383468185,72.18376618407356,0.9098360655737704,251.3963963963964,251.73873873873876,0,24.561874663642023,9.370020878114168,6,5.0,100.0,15.837488158209386,5,9,44.0,9
45,10,328,988,263,288,237,250,249.65853658536585,269.0,2.3407976650843643,359,0.9822221612613364,20.435815879801165,1,0.3319838056680162,0.4272048007036777,47.938762902345495,42.72001872658765,4.47213595499958,2.2634767853503943,2.23606797749979,8.342513982191338,8.999170235764174,31.974976566909447,98.22539674441616,0.913649025069638,249.65853658536585,269.0,0,160.3865603697998,9.17643491482871,11,5.0,100.0,12.32517046072519,12,10,44.0,11
45,11,257,600,251,285,231,255,240.49805447470817,269.5408560311284,1.820107959794983,278,0.9663843889886528,18.08929415419344,1,0.4283333333333333,0.549417958763633,36.02192542134624,32.64965543462902,4.47213595499958,2.299090148314869,2.23606797749979,8.574929257125442,9.26129325958383,29.83787180253718,76.66904755831213,0.9244604316546764,240.49805447470817,269.5408560311284,0,147.05356055079866,9.17643491482871,10,5.0,100.0,13.950904552817915,8,11,44.0,10
45,12,258,690,273,288,250,258,261.4922480620155,272.44573643410854,1.9901309328275896,286,0.9725198912586224,18.12445316531431,1,0.3739130434782609,0.5024795019788945,38.019800167239566,34.40930106817051,4.242640687119285,2.2158776175663,2.23606797749979,8.320502943378436,8.85176242074673,34.89024137141753,80.32590180780451,0.902097902097902,261.4922480620155,272.44573643410854,0,170.1702891219366,12.32517046072519,10,6.0,100.0,20.24618483453005,13,12,44.0,12
45,13,287,756,294,296,267,268,279.6794425087108,281.3414634146341,1.8370658009569112,303,0.969576713412268,19.11595536035256,1,0.3796296296296296,0.5443463154553903,39.109953682998366,35.38361202590826,5.0,2.37683585238223,2.23606797749979,8.48528137423857,9.57363391059302,44.91555669064762,81.39696961966999,0.9471947194719472,279.6794425087108,281.3414634146341,0,29.55454224321884,16.211511916553263,14,4.0,100.0,19.02076071680737,15,13,44.0,13
45,14,230,600,297,309,272,285,284.4086956521739,296.8478260869565,1.7806822985584738,249,0.9655452130994052,17.112717355495807,1,0.3833333333333333,0.5615824904922881,33.93322825740793,31.144823004794876,4.242640687119285,2.23997158013896,2.23606797749979,8.101906194094113,8.830625797627336,47.457102395353374,71.7401153701776,0.923694779116466,284.4086956521739,296.8478260869565,0,92.04125812797233,9.387982958247166,15,4.0,100.0,16.211511916553263,13,14,44.0,14
45,15,325,899,292,315,261,286,275.5323076923077,299.9046153846154,1.916370871522608,342,0.9740203165947666,20.34214472564109,1,0.3615127919911012,0.5218196617680132,43.14514901121809,39.05124837953327,5.0,2.4461573543461608,2.23606797749979,8.874164677424277,9.770678190522178,48.229078338358256,88.46803743153548,0.9502923976608189,275.5323076923077,299.9046153846154,0,58.40419962880886,9.387982958247166,14,5.0,100.0,19.02076071680737,13,15,44.0,15
45,16,262,14256,495,370,279,304,294.1335877862596,316.2824427480916,1.7966915839424418,3376,0.922832923714176,18.26441241104166,2,0.01837822671156,0.5565785518991087,76.11795129617494,219.86586820150143,4.47213595499958,2.303647009479808,2.23606797749979,27.015031282947582,29.320669905409293,81.9833160573639,76.91168824543142,0.07760663507109,294.1335877862596,316.2824427480916,0,22.054187483637666,21.73195462412142,14,6.0,47.63928234183192,24.78388287338125,15,16,44.0,16
46,1,342,861,242,229,221,188,230.45906432748535,207.92397660818716,2.330702950338931,396,0.9801422413555192,20.867389014906145,1,0.397212543554007,0.4290551053940957,48.130390806054585,43.08131845707603,4.47213595499958,2.3157109055153904,2.23606797749979,9.481408128202547,9.544049787629175,24.332725886329005,100.08326112068524,0.8636363636363636,230.45906432748535,207.92397660818716,0,109.1818426036677,10.427671453676933,2,5.0,57.279236276849645,18.92742844646502,3,1,45.0,1
46,2,256,600,251,226,231,196,240.58984375,210.39453125,1.9119424112057528,285,0.9686053561967284,18.0540666735282,1,0.4266666666666667,0.5230283057371782,36.65744235813359,33.61547262794322,4.47213595499958,2.2590359307614105,2.23606797749979,8.383435790987201,9.113165797562502,28.798666934958742,78.42640687119285,0.8982456140350877,240.58984375,210.39453125,0,128.5979997223943,10.427671453676933,1,4.0,93.75709421112371,22.997517028832775,5,2,45.0,2
46,3,330,420,226,245,216,203,220.1818181818182,223.8181818181818,2.068975286456541,364,0.9767365381089144,20.49802550887777,1,0.7857142857142857,0.4833310511469006,45.14189222231235,41.04875150354759,5.0,2.42733855791094,2.0,8.937311686975393,9.68035593906765,-0.4374028340964707,92.62741699796952,0.9065934065934066,220.1818181818182,223.8181818181818,0,109.37982198389312,14.254040541191356,4,3.0,81.62983425414365,18.92742844646502,1,3,45.0,3
46,4,274,407,235,254,224,217,228.90510948905109,235.0912408759124,2.12091424996206,309,0.975268430246995,18.67799869518773,1,0.6732186732186732,0.4714947810916394,40.303471917019145,36.345563690772494,4.123105625617661,2.250960620743022,2.0,8.377018693465436,8.90802367138539,7.431422999186664,85.45584412271572,0.8867313915857605,228.90510948905109,235.0912408759124,0,128.94472796162307,14.254040541191356,3,7.0,100.0,20.38630158975304,10,4,45.0,4
46,5,137,234,260,238,242,225,250.27007299270076,231.25547445255475,1.276029000799112,147,0.8879501688252265,13.207339536360733,1,0.5854700854700855,0.7836812481328802,19.56023943019094,18.027756377319943,4.47213595499958,2.176792915734344,2.0,8.403430671982933,8.996530018535497,62.43770039903743,46.8700576850888,0.9319727891156464,250.27007299270076,231.25547445255475,0,55.65904138201493,9.521064012323793,6,4.0,100.0,17.521424402499857,7,5,45.0,5
46,6,318,988,271,254,233,228,250.95911949685532,240.751572327044,2.414407654552426,358,0.982910259804094,20.12188299403865,1,0.3218623481781376,0.4141802640968583,47.91987358499547,42.5440947723653,4.242640687119285,2.214571599644209,2.23606797749979,8.186292482887758,8.821347362986055,59.43656400299167,98.22539674441616,0.888268156424581,250.95911949685532,240.751572327044,0,176.6112494376918,9.269822332821736,9,6.0,100.0,9.521064012323793,5,6,45.0,6
46,7,135,255,274,248,257,233,265.4148148148148,240.06666666666663,1.3083752666227055,145,0.8951051718714775,13.110581167104948,1,0.5294117647058824,0.7643067134563686,19.82439839302153,17.804493814764857,4.242640687119285,2.113711050229495,2.0,7.765802747153208,8.838808262982752,53.653378957516296,47.11269837220809,0.9310344827586208,265.4148148148148,240.06666666666663,0,119.72996811719084,14.471911514699492,6,4.0,100.0,14.79629117068708,8,7,45.0,5
46,8,298,748,284,270,262,236,273.3523489932886,252.55369127516775,2.04439546752402,344,0.971158003417883,19.47884453275087,1,0.3983957219251337,0.4891421527220984,41.1651225083713,37.21558813185679,4.47213595499958,2.3299290135088024,2.23606797749979,9.41742523671794,9.81528222358425,-29.066298468402945,87.49747468305833,0.8662790697674418,273.3523489932886,252.55369127516775,0,51.068165609890656,14.79629117068708,7,7.0,84.77443609022556,22.413646576846517,9,8,45.0,7
46,9,243,609,266,261,237,240,251.08230452674897,250.02057613168725,1.9249701467790563,271,0.9686552620158256,17.58969042850512,1,0.3990147783251231,0.5194885757959641,35.77679926008262,32.2490309931942,4.242640687119285,2.2081778751585723,2.23606797749979,8.061936408385378,8.887275477167641,59.64830901714068,76.66904755831214,0.8966789667896679,251.08230452674897,250.02057613168725,0,129.38578345046074,9.269822332821736,6,5.0,100.0,11.62780884323474,11,9,45.0,9
46,10,183,276,231,267,219,244,224.20765027322403,254.92896174863387,1.3657165487102434,198,0.9073398186920822,15.26443044094783,1,0.6630434782608695,0.7322163599352888,23.685035019393272,22.20360331117452,5.0,2.3623542827749278,2.0,8.97381812634432,9.957140648171414,14.206363197607953,56.04163056034261,0.9242424242424242,224.20765027322403,254.92896174863387,0,84.8680626825196,18.171799586865767,11,4.0,89.38307030129126,20.38630158975304,4,10,45.0,8
46,11,170,352,251,269,235,247,242.1941176470588,257.5176470588235,1.5715024726942406,187,0.9425512155402684,14.712264360219256,1,0.4829545454545454,0.6363337108121528,25.726636316977206,23.323807579381203,4.123105625617661,2.1205333287893025,2.0,7.788782807003858,8.594283350305544,29.488427861318677,57.941125496954285,0.9090909090909092,242.1941176470588,257.5176470588235,0,141.25820472939782,11.62780884323474,9,5.0,100.0,12.256876035946268,12,11,45.0,10
46,12,268,672,251,286,230,254,239.8320895522388,269.54477611940297,2.0006197264580226,297,0.9729916987662036,18.47236308621676,1,0.3988095238095238,0.4998451163782335,39.0621349297872,34.88552708502482,4.47213595499958,2.242407993855244,2.23606797749979,8.158801243801019,9.017107333424413,28.297813100633643,82.08326112068522,0.9023569023569024,239.8320895522388,269.54477611940297,0,133.47132843366617,8.519877866931429,14,6.0,100.0,12.256876035946268,11,12,45.0,11
46,13,273,792,272,288,248,255,259.8095238095238,271.05494505494505,2.1550145778995917,303,0.977156572570371,18.64388360059941,1,0.3446969696969697,0.4640339839253714,40.85804915523108,37.20215047547655,4.242640687119285,2.1996653994231683,2.23606797749979,8.032185256827685,8.683179741551738,34.51418099413068,85.9827560572969,0.900990099009901,259.8095238095238,271.05494505494505,0,49.059025806183634,9.189627592602704,15,7.0,100.0,20.034432602847023,12,13,45.0,12
46,14,181,336,241,285,225,264,232.6353591160221,274.10497237569064,1.3758591004525325,195,0.9118956026005388,15.180789096653193,1,0.5386904761904762,0.7268186107655145,23.929510438562872,21.633307652783937,4.47213595499958,2.3144473296248176,2.23606797749979,8.91792642741046,9.821203126781496,31.621653550880648,55.94112549695428,0.9282051282051282,232.6353591160221,274.10497237569064,0,27.686170196056462,8.519877866931429,12,4.0,81.47465437788019,19.144430673755963,11,14,45.0,8
46,15,174,330,261,289,246,267,253.2816091954023,277.52298850574715,1.4917850369655412,195,0.937403984262741,14.884343478431232,1,0.5272727272727272,0.6703378671997626,25.5410624923648,22.84731931759173,4.242640687119285,2.171007222977577,2.0,8.049844718999243,8.894517613660582,26.886203448832,57.112698372208094,0.8923076923076924,253.2816091954023,277.52298850574715,0,104.58767085861028,9.189627592602704,13,4.0,100.0,15.637821188178874,12,15,45.0,10
46,16,303,870,295,298,266,268,280.02640264026405,282.4884488448845,1.9371102770777195,319,0.974717648384894,19.64157789116634,1,0.3482758620689655,0.5162328711138621,42.03587887516231,37.64306044943742,4.47213595499958,2.3646134382679573,2.23606797749979,8.48528137423857,9.39250357932321,45.02710432077199,85.88225099390857,0.9498432601880876,280.02640264026405,282.4884488448845,0,30.86286418969729,15.699338465385168,18,4.0,100.0,18.46406605711384,17,16,45.0,13
46,17,342,1088,293,317,259,285,275.12280701754383,300.2894736842105,2.1608544094642235,369,0.9782369299669048,20.867389014906145,1,0.3143382352941176,0.4627799057725256,46.49579696166594,41.77319714841085,5.0,2.3921186036837296,2.23606797749979,8.885716308942213,9.647458709113096,47.268856310191154,96.36753236814712,0.926829268292683,275.12280701754383,300.2894736842105,0,58.22881263048915,9.472979228824334,18,6.0,100.0,18.46406605711384,16,17,45.0,15
46,18,255,702,298,311,271,285,284.2117647058824,297.61960784313726,1.8411910936145075,275,0.9700733293216264,18.01877032173579,1,0.3632478632478632,0.5431266767844638,37.070285482007584,33.301651610693426,4.242640687119285,2.276523620506917,2.23606797749979,8.101906194094113,9.001115379401991,46.80883089632515,76.8111831820431,0.9272727272727272,284.2117647058824,297.61960784313726,0,90.90832317981356,9.472979228824334,17,4.0,100.0,15.699338465385168,16,18,45.0,14
46,19,285,14539,495,371,278,304,296.10877192982457,317.63859649122804,2.092500098896552,3546,0.9500566562677484,19.04923279949934,2,0.0196024485865602,0.4778972295042351,100.54447320946902,220.63771209836275,5.0,2.309508262682876,2.23606797749979,28.38305588499966,31.377665240483974,79.48754616726909,86.5685424949238,0.0803722504230118,296.10877192982457,317.63859649122804,0,19.69699080729673,23.28730743085,18,5.0,47.43346007604563,27.228712519552843,17,19,45.0,16
47,1,376,1032,243,227,219,184,229.84840425531917,204.86968085106383,2.4300864994539046,435,0.9817049821780746,21.88008383942852,1,0.3643410852713178,0.4115079855078091,51.67090343973587,46.09772228646444,5.0,2.360756596298552,2.23606797749979,9.733683561557836,9.838569868202676,26.308490882838356,107.15432893255073,0.864367816091954,229.84840425531917,204.86968085106383,0,99.69858420082964,11.714459213229304,2,5.0,55.33904910366329,21.248492164392506,3,1,46.0,1
47,2,277,736,253,225,230,193,240.985559566787,208.5018050541516,2.0428306048316194,308,0.9732027991098484,18.77997214831907,1,0.3763586956521739,0.489516848648557,39.76375540425192,36.05551275463989,4.47213595499958,2.2640599888496715,2.23606797749979,8.543105109597308,9.143615836298329,30.89775145370082,84.32590180780451,0.8993506493506493,240.985559566787,208.5018050541516,0,133.2688978049673,11.714459213229304,1,4.0,95.64719358533792,23.707703304826563,5,2,46.0,2
47,3,348,484,226,246,215,202,219.95114942528733,223.67241379310343,2.1980215349729235,402,0.9787511386555034,21.049640414216977,1,0.71900826446281,0.4549545962534524,47.65303522564331,43.04648650006177,5.0,2.42618009718364,2.0,9.413035794479764,9.771336918227432,-0.8933274824401793,98.04163056034264,0.8656716417910447,219.95114942528733,223.67241379310343,0,110.8615749608168,12.646709555796091,4,3.0,84.13173652694611,21.248492164392506,1,3,46.0,3
47,4,296,400,234,253,224,213,228.3108108108108,233.16216216216216,2.179641794897885,329,0.9785108009156293,19.413369239820483,1,0.74,0.4587909822342388,43.303261819053866,39.20459156782532,4.47213595499958,2.297559522370684,2.0,8.238752889869186,8.928940691037932,5.119418767698663,90.04163056034261,0.8996960486322189,228.3108108108108,233.16216216216216,0,133.18089626142762,12.646709555796091,3,7.0,100.0,13.695974292076428,6,4,46.0,4
47,5,146,266,261,238,242,224,251.08219178082192,229.9520547945205,1.3462433679342538,158,0.9132521781386904,13.63425735166143,1,0.5488721804511278,0.7428077447352274,21.547114190973385,19.72308292331602,4.242640687119285,2.136115982615029,2.0,8.049844718999243,8.778180585459458,60.33489765418444,49.698484809834994,0.9240506329113924,251.08219178082192,229.9520547945205,0,124.77006305895038,9.784901331429472,6,5.0,100.0,19.16972542977876,7,5,46.0,5
47,6,177,336,253,242,232,226,242.0,233.59322033898303,1.4967376614160643,195,0.9361584172910768,15.012108426804138,1,0.5267857142857143,0.6681197552374672,25.52863839974466,23.600847442411894,4.242640687119285,2.18631638345185,2.0,8.47998304005088,8.975319526930363,57.92681249465054,57.698484809834994,0.9076923076923076,242.0,233.59322033898303,0,156.34993852262147,9.784901331429472,5,5.0,100.0,13.695974292076428,4,6,46.0,6
47,7,146,272,276,249,259,233,267.0890410958904,240.5,1.314694579019985,160,0.904498637448498,13.63425735166143,1,0.5367647058823529,0.7606329378382555,21.02272873840633,19.209372712298546,4.242640687119285,2.168030543610742,2.0,8.156639579555373,8.965700014383957,50.10952804637027,49.11269837220809,0.9125,267.0890410958904,240.5,0,78.13918014720427,8.1164445876694,10,4.0,100.0,14.572005364564076,8,7,46.0,7
47,8,330,875,287,270,262,235,275.1636363636364,252.63030303030305,2.1565999333305497,393,0.9716079773315668,20.49802550887777,1,0.3771428571428571,0.4636928641909247,44.18995911043946,39.44616584663204,5.0,2.365907908462708,2.23606797749979,10.416436335078652,10.45519288937132,-32.300667745776224,94.5685424949238,0.8396946564885496,275.1636363636364,252.63030303030305,0,31.61510737226341,14.572005364564076,7,7.0,74.24812030075188,15.15260968320787,10,8,46.0,8
47,9,258,690,267,261,237,238,251.57751937984497,249.13953488372093,1.9901309328275896,282,0.9737757213918814,18.12445316531431,1,0.3739130434782609,0.5024795019788945,38.51339433582928,34.66987164671943,4.242640687119285,2.2019545112328585,2.23606797749979,8.043152845265823,8.762186097290881,56.100791715565045,80.32590180780451,0.9148936170212766,251.57751937984497,249.13953488372093,0,164.6097690000097,10.22861308174137,10,6.0,100.0,12.246617118924007,11,9,46.0,9
47,10,162,320,272,255,252,239,261.4012345679012,246.29012345679013,1.460484414306946,176,0.9366367447825434,14.361922094451575,1,0.50625,0.684704328374868,24.419021459341355,22.47220505424423,4.242640687119285,2.1307423631097064,2.0,7.864626436982789,8.554036137348806,54.49521881312296,54.52691193458119,0.9204545454545454,261.4012345679012,246.29012345679013,0,150.66429764962226,8.1164445876694,7,5.0,100.0,10.22861308174137,9,10,46.0,6
47,11,189,384,250,268,234,244,241.14285714285717,255.55026455026456,1.6154239472346483,211,0.9463046730096786,15.512648837479231,1,0.4921875,0.6190325466648199,27.454149482168543,25.238858928247925,4.242640687119285,2.191740323872957,2.0,8.049844718999243,8.87527160519676,26.744952173686865,61.941125496954285,0.8957345971563981,241.14285714285717,255.55026455026456,0,127.40131536563486,12.246617118924007,9,5.0,100.0,14.609373025160435,13,11,46.0,11
47,12,195,336,232,269,218,245,224.1076923076923,256.4923076923077,1.4830765060766438,216,0.9216608152766448,15.7569575497098,1,0.5803571428571429,0.6742740485084059,25.527290342099395,23.53720459187964,5.0,2.348645051411327,2.0,8.854377448471462,9.90450120110167,18.15747471057525,60.2842712474619,0.9027777777777778,224.1076923076923,256.4923076923077,0,44.32122203654139,17.06119240389449,11,4.0,86.76671214188268,20.652444036172135,13,12,46.0,10
47,13,286,770,251,288,229,253,239.65734265734267,270.0839160839161,2.199590403095017,318,0.977661441435086,19.08262324195121,1,0.3714285714285714,0.4546300977640709,42.09041207653018,38.47076812334269,4.242640687119285,2.221109683364557,2.23606797749979,8.049844718999243,8.846810480063061,27.58272658804566,88.91168824543142,0.89937106918239,239.65734265734267,270.0839160839161,0,146.66969860025293,9.125077491610314,15,5.0,100.0,14.609373025160435,11,13,46.0,12
47,14,298,884,273,288,247,254,259.5302013422819,270.7248322147651,2.20217861117092,330,0.980171103947158,19.47884453275087,1,0.33710407239819,0.4540957735795509,44.46361501386623,39.66106403010388,4.242640687119285,2.22692489699076,2.23606797749979,8.028472821086597,8.810598209716698,34.7065465227441,90.8111831820431,0.9030303030303032,259.5302013422819,270.7248322147651,0,49.20092316766876,9.897791470812338,16,7.0,100.0,19.883191036610462,13,14,46.0,13
47,15,189,357,243,288,226,267,233.8941798941799,277.1587301587302,1.4422466927310085,204,0.9290817752053012,15.512648837479231,1,0.5294117647058824,0.6933626577478371,25.760358130257572,23.600847442411894,4.47213595499958,2.2887979827363827,2.23606797749979,8.565807433909464,9.528096422394922,32.519721368793334,58.52691193458118,0.9264705882352942,233.8941798941799,277.1587301587302,0,53.39375354922527,9.125077491610314,13,5.0,82.90676416819012,18.949475617856848,16,15,46.0,14
47,16,194,384,261,291,245,267,252.82474226804123,278.00515463917526,1.6036971846601358,217,0.9416136414817432,15.716503163191918,1,0.5052083333333334,0.6235591167492917,27.392057013328014,25.059928172283332,4.47213595499958,2.238614015224979,2.0,8.049844718999243,9.222777876091325,25.58835824920132,62.52691193458119,0.8940092165898618,252.82474226804123,278.00515463917526,0,101.6160167301268,9.897791470812338,14,5.0,100.0,15.366405980487071,13,16,46.0,15
47,17,322,992,297,301,266,269,281.0217391304348,284.09316770186336,2.1241920524881404,351,0.9777729255884284,20.248040236149336,1,0.3245967741935484,0.470767225980657,44.863037841369504,40.36087214122113,4.47213595499958,2.33842670034222,2.23606797749979,8.48528137423857,9.406283052448648,44.70085869200347,92.71067811865476,0.9173789173789174,281.0217391304348,284.09316770186336,0,30.157458339084307,15.7728088016227,19,4.0,100.0,18.492370011773847,18,17,46.0,16
47,18,366,1190,295,319,260,285,276.3524590163934,301.9863387978142,2.304569197080446,401,0.9822011765539808,21.587164551489145,1,0.307563025210084,0.43392057885129,50.85301280991197,45.34313619501854,4.47213595499958,2.363663104389814,2.23606797749979,8.814272670784137,9.551821552411193,46.895199662567165,102.95331880577405,0.912718204488778,276.3524590163934,301.9863387978142,0,58.50703861970366,9.292685813693112,19,6.0,100.0,18.492370011773847,17,18,46.0,17
47,19,269,756,300,313,272,286,285.2453531598513,299.2899628252788,1.959992137080422,290,0.9747859981993084,18.5067943613625,1,0.3558201058201058,0.5102061284233449,39.76258928777776,35.4682957019364,4.242640687119285,2.247032833241772,2.23606797749979,8.027576779469396,8.872695283684127,47.4237697284908,81.39696961966999,0.9275862068965516,285.2453531598513,299.2899628252788,0,91.33550304121202,9.292685813693112,18,4.0,100.0,15.7728088016227,17,19,46.0,18
47,20,155,288,310,323,294,305,302.0967741935484,313.76774193548385,1.2804867502437196,164,0.8975195718247939,14.048207338801282,1,0.5381944444444444,0.7809530241602783,21.2337545986149,19.72308292331602,5.0,2.260090815602573,2.23606797749979,8.48528137423857,9.363546930478105,-38.97868502908629,49.941125496954285,0.945121951219512,302.0967741935484,313.76774193548385,0,77.59153523488254,18.34092037551649,21,5.0,67.56548536209553,22.216581168551123,19,20,46.0,19
47,21,145,240,298,331,278,319,287.4344827586207,324.78620689655173,1.31071369464021,158,0.8912985983201859,13.58748446131949,1,0.6041666666666666,0.762943123345102,20.31725434767189,19.4164878389476,4.47213595499958,2.2004967885598687,2.0,8.497058314499201,9.212184767241734,-67.93758094039063,48.8700576850888,0.9177215189873418,287.4344827586207,324.78620689655173,0,78.9981248016076,18.34092037551649,20,3.0,65.47546941247728,25.350448428836877,18,21,46.0,19
48,1,402,1175,243,226,218,179,229.04726368159203,202.16417910447765,2.63604543353874,483,0.9840786825688084,22.623931952327283,1,0.3421276595744681,0.3793561322111042,56.01870034292249,49.76946855251722,4.47213595499958,2.339200319661336,2.23606797749979,10.49933150943956,9.956391717650352,26.65187480965945,115.39696961967,0.8322981366459627,229.04726368159203,202.16417910447765,0,61.64257116870877,7.889342985564925,2,6.0,54.8780487804878,21.492821232262425,4,1,47.0,1
48,2,147,285,244,209,229,190,236.26530612244895,198.9795918367347,1.4468663989653758,164,0.927301349021126,13.680870333281758,1,0.5157894736842106,0.6911488169986388,22.565107905482733,20.808652046684813,4.242640687119285,2.076721530198448,2.0,7.765802747153208,8.446473101342963,34.784066347514546,51.698484809834994,0.8963414634146342,236.26530612244895,198.9795918367347,0,96.9904503528072,7.889342985564925,1,3.0,97.83393501805054,19.05536873192041,4,2,47.0,2
48,3,370,460,225,246,215,200,219.55135135135131,223.07567567567568,2.275969189833198,414,0.980530753489676,21.70480664627101,1,0.8043478260869565,0.4393732588591361,50.747098313078666,45.09988913511872,5.0,2.420159260908932,2.0,9.0,9.964983452000206,-0.4277451796481943,102.8700576850888,0.893719806763285,219.55135135135131,223.07567567567568,0,114.1326777272938,12.83516258187357,5,3.0,84.33734939759036,22.966563518098333,1,3,47.0,3
48,4,138,255,254,224,239,207,246.0217391304348,215.34782608695653,1.311958859139561,151,0.8821742810027974,13.255453865237978,1,0.5411764705882353,0.7622190231299196,19.400611856593997,18.027756377319943,4.47213595499958,2.182876693168341,2.0,8.597853041491051,9.13619569701236,34.99642099654341,47.698484809834994,0.913907284768212,246.0217391304348,215.34782608695653,0,36.625640266935086,15.663075691773848,6,4.0,100.0,17.58895564068718,7,4,47.0,2
48,5,320,516,235,254,223,211,228.046875,232.696875,2.2938193243494527,365,0.9809149985770236,20.185060176161283,1,0.6201550387596899,0.4359541265455198,46.7201591699032,42.190046219457976,4.47213595499958,2.295302823452793,2.0,8.329351846919485,9.084129822878452,6.1868225830149335,96.0416305603426,0.8767123287671232,228.046875,232.696875,0,130.33221951574404,12.83516258187357,3,7.0,100.0,13.78294728075753,7,5,47.0,4
48,6,162,300,262,238,242,223,252.0987654320988,229.78395061728395,1.4292728010997746,174,0.9198158120353284,14.361922094451575,1,0.54,0.6996564961080457,23.13952951184684,21.470910553583888,4.47213595499958,2.189617731045,2.0,8.320502943378436,9.078804708084666,58.77149701655544,53.94112549695428,0.9310344827586208,252.0987654320988,229.78395061728395,0,81.61317404566203,10.606720322811498,7,6.0,100.0,15.663075691773848,4,6,47.0,5
48,7,191,414,254,242,231,224,241.82722513089004,232.42931937172776,1.611056651004758,212,0.9476147882127568,15.594510349620345,1,0.4613526570048309,0.6207106369452223,27.842412003365077,25.80697580112788,4.242640687119285,2.1959411278297973,2.23606797749979,8.221921916437786,8.893295838349063,55.0234189059389,62.18376618407357,0.9009433962264152,241.82722513089004,232.42931937172776,0,166.66999579858987,10.606720322811498,6,5.0,100.0,13.78294728075753,5,7,47.0,6
48,8,156,289,278,251,261,234,269.15384615384613,241.67307692307693,1.3023000281971806,163,0.9193945540655648,14.093451279891855,1,0.5397923875432526,0.7678722094357434,22.58086083756744,21.213203435596427,4.242640687119285,2.21064537023849,2.23606797749979,7.7781745930520225,8.881878253486603,46.60956419931056,50.52691193458119,0.9570552147239264,269.15384615384613,241.67307692307693,0,90.51458981469828,8.276555315861344,11,3.0,100.0,13.453524292422635,9,8,47.0,7
